,Course Name,University,Aptitude Score,Previous Score,Extracurricular activity,Course rating,Education_Num,Income_Level_Num,Difficulty_level_Num
967,International and Cross-Cultural Negotiation,ESSEC Business School,94.0,66.0,No,4.6,59.0,83.0,89.0
968,Negotiation Fundamentals,ESSEC Business School,63.0,62.0,Yes,4.6,63.0,59.0,67.0
969,Mediation and Conflict Resolution,ESSEC Business School,76.0,74.0,No,4.7,61.0,57.0,92.0
970,Capstone: Create Value from Open Data,ESSEC Business School,74.0,66.0,No,3.6,75.0,58.0,88.0
971,Demand management: Breaking down todayï¿½s commercial silos,ESSEC Business School,86.0,66.0,No,4.7,70.0,89.0,85.0
972,Foundations of strategic business analytics,ESSEC Business School,75.0,63.0,No,4.4,88.0,93.0,95.0
973,Case studies in business analytics with ACCENTURE,ESSEC Business School,55.0,67.0,No,3.2,93.0,77.0,95.0
974,"Negotiation, Mediation, and Conflict Resolution - Capstone Project",ESSEC Business School,79.0,65.0,Yes,4.9,63.0,91.0,91.0
975,Diversity and inclusion in the workplace,ESSEC Business School,56.0,67.0,No,4.6,74.0,57.0,60.0
976,Tinkering Fundamentals: Circuits,Exploratorium,74.0,65.0,No,4.7,72.0,60.0,61.0
977,Exploring Light: Hands-on Activities and Strategies for Teachers,Exploratorium,80.0,69.0,Yes,4.8,75.0,93.0,61.0
978,Tinkering Fundamentals: Motion and Mechanisms,Exploratorium,99.0,71.0,Yes,5.0,72.0,57.0,71.0
979,Social Media Management,Facebook,66.0,65.0,No,4.8,81.0,63.0,70.0
980,Introduction to Social Media Marketing,Facebook,87.0,67.0,Yes,4.9,60.0,57.0,57.0
981,Fundamentals of Social Media Advertising,Facebook,96.0,65.0,No,5.0,74.0,58.0,88.0
982,Measure and Optimize Social Media Marketing Campaigns,Facebook,76.0,66.0,Yes,4.5,87.0,70.0,62.0
983,Lesson | Telephone Language,Georgia Institute of Technology,66.0,62.0,Yes,4.5,77.0,58.0,56.0
984,Materials Data Sciences and Informatics,Georgia Institute of Technology,94.0,66.0,Yes,4.3,71.0,80.0,61.0
985,Material Processing,Georgia Institute of Technology,88.0,70.0,Yes,4.8,59.0,77.0,67.0
986,Linear Circuits 1: DC Analysis,Georgia Institute of Technology,97.0,69.0,Yes,4.5,78.0,87.0,60.0
987,Lesson | Video Conferencing: Face to Face but Online,Georgia Institute of Technology,81.0,69.0,Yes,4.5,72.0,84.0,53.0
988,Cloud Applications,Georgia Institute of Technology,83.0,72.0,Yes,4.0,61.0,56.0,88.0
989,Write Professional Emails in English,Georgia Institute of Technology,80.0,65.0,Yes,4.7,71.0,57.0,68.0
990,Build Your Professional ePortfolio in English,Georgia Institute of Technology,71.0,70.0,Yes,4.7,75.0,73.0,88.0
991,Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion,Georgia Institute of Technology,67.0,70.0,Yes,4.8,78.0,60.0,73.0
992,Material Behavior,Georgia Institute of Technology,66.0,71.0,No,4.7,72.0,56.0,61.0
993,Take Your English Communication Skills to the Next Level,Georgia Institute of Technology,70.0,68.0,No,4.7,70.0,80.0,91.0
994,Mechanics of Materials I: Fundamentals of Stress & Strain and Axial Loading,Georgia Institute of Technology,78.0,66.0,Yes,4.8,62.0,78.0,70.0
995,Mechanics of Materials II: Thin-Walled Pressure Vessels and Torsion,Georgia Institute of Technology,74.0,65.0,Yes,4.8,60.0,75.0,73.0
996,Mechanics of Materials III: Beam Bending,Georgia Institute of Technology,72.0,62.0,Yes,4.8,74.0,82.0,97.0
997,Lesson | Small Talk & Conversational Vocabulary,Georgia Institute of Technology,93.0,63.0,No,4.4,71.0,61.0,55.0
998,Introduction to User Experience Design,Georgia Institute of Technology,55.0,67.0,No,4.5,57.0,58.0,62.0
999,Applications in Engineering Mechanics,Georgia Institute of Technology,86.0,66.0,No,4.8,59.0,63.0,59.0
1000,Introduction to Engineering Mechanics,Georgia Institute of Technology,92.0,70.0,Yes,4.7,82.0,60.0,71.0
1001,Cloud Systems Software,Georgia Institute of Technology,51.0,65.0,Yes,5.0,61.0,77.0,89.0
1002,Lesson | Understand and Be Understood on the Phone,Georgia Institute of Technology,84.0,70.0,Yes,4.3,75.0,93.0,53.0
1003,"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,87.0,68.0,Yes,4.6,80.0,92.0,90.0
1004,Machine Design Part I,Georgia Institute of Technology,64.0,64.0,No,4.8,74.0,59.0,94.0
1005,Linear Circuits 2: AC Analysis,Georgia Institute of Technology,61.0,67.0,Yes,4.7,78.0,56.0,71.0
1006,Lesson | Express Yourself: Pronunciation,Georgia Institute of Technology,53.0,68.0,Yes,4.2,74.0,75.0,51.0
1007,Introduction to High-Throughput Materials Development,Georgia Institute of Technology,57.0,69.0,No,4.5,79.0,58.0,96.0
1008,Lesson | Get Ready for the Interview,Georgia Institute of Technology,83.0,65.0,Yes,4.6,71.0,57.0,54.0
1009,"Mechanics of Materials IV: Deflections, Buckling, Combined Loading & Failure Theories",Georgia Institute of Technology,91.0,67.0,Yes,4.8,73.0,58.0,85.0
1010,Supply Chain Principles,Georgia Institute of Technology,95.0,68.0,Yes,4.6,58.0,88.0,57.0
1011,Fundamentals of Engineering Exam Review,Georgia Institute of Technology,78.0,58.0,No,4.6,74.0,91.0,71.0
1012,Lesson | Organize Your Pitch,Georgia Institute of Technology,97.0,72.0,No,4.4,93.0,87.0,52.0
1013,Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,Georgia Institute of Technology,69.0,70.0,Yes,4.8,63.0,80.0,71.0
1014,Games without Chance: Combinatorial Game Theory,Georgia Institute of Technology,99.0,71.0,No,4.3,92.0,85.0,70.0
1015,Better Business Writing in English,Georgia Institute of Technology,88.0,59.0,No,4.6,59.0,70.0,89.0
1016,Network Function Virtualization,Georgia Institute of Technology,53.0,70.0,No,3.0,73.0,80.0,94.0
1017,How to Manage a Remote Team,GitLab,81.0,67.0,Yes,4.8,91.0,63.0,96.0
1018,"Fundamentals of Funding, with Goldman Sachs 10,000 Women",Goldman Sachs,98.0,65.0,Yes,4.6,72.0,75.0,61.0
1019,"Fundamentals of Business Finance, with Goldman Sachs 10,000 Women",Goldman Sachs,84.0,70.0,Yes,4.6,76.0,81.0,57.0
1020,"Fundamentals of Negotiation, with Goldman Sachs 10,000 Women",Goldman Sachs,88.0,66.0,Yes,4.6,57.0,62.0,60.0
1021,"Fundamentals of Operations, with Goldman Sachs 10,000 Women",Goldman Sachs,96.0,64.0,No,4.6,60.0,58.0,61.0
1022,"Fundamentals of Management, with Goldman Sachs 10,000 Women",Goldman Sachs,55.0,61.0,Yes,4.8,74.0,62.0,62.0
1023,"Grow Your Business with Goldman Sachs 10,000 Women",Goldman Sachs,78.0,67.0,No,4.8,79.0,61.0,60.0
1024,"Fundamentals of Customers and Competition, with Goldman Sachs 10,000 Women",Goldman Sachs,53.0,69.0,No,4.8,57.0,61.0,59.0
1025,"Fundamentals of Financial Planning, with Goldman Sachs 10,000 Women",Goldman Sachs,98.0,68.0,Yes,4.6,78.0,56.0,60.0
1026,"Fundamentals of Leadership, with Goldman Sachs 10,000 Women",Goldman Sachs,83.0,69.0,Yes,4.7,70.0,77.0,62.0
1027,"Fundamentals of Sales and Marketing, with Goldman Sachs 10,000 Women",Goldman Sachs,72.0,64.0,Yes,4.5,59.0,80.0,62.0
1028,Introduction to Git and GitHub,Google,86.0,69.0,No,4.8,72.0,55.0,95.0
1029,Using Python to Interact with the Operating System,Google,91.0,67.0,No,4.6,60.0,92.0,91.0
1030,Troubleshooting and Debugging Techniques,Google,73.0,65.0,No,4.5,62.0,70.0,83.0
1031,Automating Real-World Tasks with Python,Google,53.0,65.0,Yes,4.7,84.0,73.0,95.0
1032,Crash Course on Python,Google,86.0,75.0,Yes,4.7,71.0,71.0,81.0
1033,Technical Support Fundamentals,Google,68.0,68.0,Yes,4.8,73.0,77.0,81.0
1034,Configuration Management and the Cloud,Google,100.0,70.0,Yes,4.7,55.0,56.0,83.0
1035,The Bits and Bytes of Computer Networking,Google,84.0,66.0,Yes,4.7,76.0,76.0,81.0
1036,IT Security: Defense against the digital dark arts,Google,71.0,69.0,No,4.7,88.0,56.0,57.0
1037,Operating Systems and You: Becoming a Power User,Google,59.0,65.0,Yes,4.6,70.0,74.0,79.0
1038,System Administration and IT Infrastructure Services,Google,94.0,75.0,Yes,4.7,76.0,78.0,83.0
1039,VR and 360 Video Production,Google AR & VR,60.0,67.0,Yes,4.7,57.0,90.0,60.0
1040,Introduction to Augmented Reality and ARCore,Google AR & VR,94.0,70.0,No,4.5,74.0,79.0,61.0
1041,Recommendation Systems with TensorFlow on GCP,Google Cloud,58.0,66.0,Yes,4.2,59.0,73.0,93.0
1042,Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud,100.0,66.0,Yes,4.5,76.0,56.0,61.0
1043,Hybrid Cloud Service Mesh with Anthos,Google Cloud,90.0,68.0,No,4.8,61.0,71.0,62.0
1044,Building Resilient Streaming Analytics Systems on GCP,Google Cloud,98.0,62.0,No,4.6,80.0,75.0,93.0
1045,Building Resilient Streaming Analytics Systems on GCP,Google Cloud,94.0,66.0,Yes,4.6,62.0,92.0,94.0
1046,Securing and Integrating Components of your Application,Google Cloud,69.0,65.0,No,4.6,72.0,80.0,60.0
1047,Achieving Advanced Insights with BigQuery,Google Cloud,84.0,68.0,No,4.7,75.0,78.0,94.0
1048,API Design and Fundamentals of Google Cloud's Apigee API Platform,Google Cloud,56.0,73.0,Yes,4.7,59.0,91.0,61.0
1049,Developing a Google SRE Culture,Google Cloud,70.0,70.0,Yes,4.8,81.0,80.0,92.0
1050,Getting Started With Application Development,Google Cloud,85.0,66.0,Yes,4.5,85.0,93.0,62.0
1051,Production Machine Learning Systems,Google Cloud,75.0,65.0,Yes,4.6,78.0,72.0,60.0
1052,Preparing for the Google Cloud Professional Cloud Architect Exam,Google Cloud,83.0,66.0,No,4.6,57.0,62.0,71.0
1053,Reinforcement Learning for Trading Strategies,Google Cloud,100.0,68.0,No,3.4,57.0,63.0,82.0
1054,Optimizing Your Google Cloud Platform (GCP) Costs,Google Cloud,64.0,71.0,Yes,4.5,71.0,58.0,95.0
1055,Introduction to TensorFlow,Google Cloud,79.0,66.0,No,4.3,92.0,79.0,91.0
1056,On Premises Installation and Fundamentals with Google Cloud's Apigee API Platform,Google Cloud,64.0,64.0,No,4.7,61.0,77.0,85.0
1057,Reliable Google Cloud Infrastructure: Design and Process,Google Cloud,77.0,70.0,No,4.7,77.0,60.0,58.0
1058,Introduction to Cloud Identity,Google Cloud,53.0,67.0,No,4.5,80.0,91.0,61.0
1059,Business Transformation with Google Cloud,Google Cloud,66.0,69.0,No,4.7,73.0,90.0,57.0
1060,Elastic Google Cloud Infrastructure: Scaling and Automation,Google Cloud,69.0,72.0,Yes,4.7,72.0,86.0,60.0
1061,How Google does Machine Learning,Google Cloud,77.0,67.0,No,4.6,72.0,62.0,59.0
1062,Architecting with Google Kubernetes Engine: Workloads,Google Cloud,58.0,60.0,Yes,4.7,73.0,80.0,75.0
1063,Understanding Your Google Cloud Platform (GCP) Costs,Google Cloud,89.0,68.0,No,4.6,79.0,60.0,97.0
1064,Sequence Models for Time Series and Natural Language Processing,Google Cloud,56.0,62.0,Yes,4.3,80.0,75.0,67.0
1065,Industrial IoT on Google Cloud Platform,Google Cloud,96.0,94.0,No,4.5,92.0,60.0,88.0
1066,Essential Google Cloud Infrastructure: Core Services,Google Cloud,74.0,62.0,No,4.7,91.0,62.0,85.0
1067,Building Conversational Experiences with Dialogflow,Google Cloud,94.0,63.0,Yes,4.3,70.0,78.0,71.0
1068,Applying Machine Learning to your Data with GCP,Google Cloud,55.0,68.0,No,4.7,61.0,74.0,90.0
1069,Image Understanding with TensorFlow on GCP,Google Cloud,61.0,61.0,Yes,4.6,55.0,55.0,91.0
1070,Introduction to G Suite,Google Cloud,86.0,68.0,Yes,4.7,74.0,80.0,61.0
1071,Google Cloud Fundamentals for Azure Professionals: Core Infrastructure,Google Cloud,96.0,71.0,Yes,4.8,70.0,78.0,84.0
1072,Reliable Google Cloud Infrastructure: Design and Process,Google Cloud,64.0,68.0,No,4.7,60.0,58.0,59.0
1073,Google Cloud Platform Fundamentals for AWS Professionals,Google Cloud,84.0,69.0,No,4.7,59.0,62.0,95.0
1074,Elastic Google Cloud Infrastructure: Scaling and Automation,Google Cloud,96.0,69.0,Yes,4.7,72.0,59.0,59.0
1075,Elastic Google Cloud Infrastructure: Scaling and Automation,Google Cloud,87.0,74.0,Yes,4.7,60.0,72.0,60.0
1076,Hybrid Cloud Multi-Cluster with Anthos,Google Cloud,91.0,67.0,No,4.8,84.0,72.0,78.0
1077,On Premises Capacity Upgrade and Monitoring with Google Cloud's Apigee API Platform,Google Cloud,97.0,66.0,No,4.7,80.0,59.0,84.0
1078,Art and Science of Machine Learning,Google Cloud,75.0,65.0,No,4.6,57.0,63.0,93.0
1079,Essential Google Cloud Infrastructure: Core Services,Google Cloud,57.0,66.0,Yes,4.7,63.0,72.0,78.0
1080,Essential Google Cloud Infrastructure: Core Services,Google Cloud,50.0,62.0,No,4.7,79.0,61.0,82.0
1081,"Logging, Monitoring and Observability in Google Cloud",Google Cloud,67.0,68.0,Yes,4.8,72.0,60.0,57.0
1082,Reliable Google Cloud Infrastructure: Design and Process,Google Cloud,84.0,70.0,Yes,4.7,79.0,80.0,62.0
1083,Getting Started with Google Sheets,Google Cloud,66.0,70.0,No,4.6,63.0,75.0,61.0
1084,Exploring ?and ?Preparing ?your ?Data with BigQuery,Google Cloud,74.0,68.0,No,4.6,81.0,83.0,59.0
1085,Architecting with Google Kubernetes Engine: Foundations,Google Cloud,67.0,69.0,No,4.7,61.0,59.0,61.0
1086,Preparing for the Google Cloud Associate Cloud Engineer Exam,Google Cloud,53.0,65.0,No,4.7,80.0,77.0,62.0
1087,Managing Security in Google Cloud Platform,Google Cloud,53.0,69.0,No,4.7,79.0,58.0,58.0
1088,Building Scalable Java Microservices with Spring Boot and Spring Cloud,Google Cloud,89.0,63.0,No,3.9,76.0,73.0,61.0
1089,G Suite Security,Google Cloud,54.0,67.0,Yes,4.7,87.0,55.0,58.0
1090,Mitigating Security Vulnerabilities on Google Cloud Platform,Google Cloud,92.0,68.0,No,4.7,70.0,73.0,62.0
1091,G Suite Mail Management,Google Cloud,97.0,63.0,Yes,4.8,79.0,56.0,61.0
1092,Networking in Google Cloud: Hybrid Connectivity and Network Management,Google Cloud,81.0,68.0,Yes,4.8,84.0,78.0,78.0
1093,Managing G Suite,Google Cloud,86.0,64.0,No,4.7,55.0,58.0,59.0
1094,Machine Learning for Business Professionals,Google Cloud,54.0,70.0,Yes,4.6,89.0,90.0,88.0
1095,Migrating to Google Cloud,Google Cloud,94.0,69.0,Yes,4.7,83.0,70.0,60.0
1096,Using Machine Learning in Trading and Finance,Google Cloud,66.0,64.0,No,3.5,88.0,73.0,74.0
1097,End-to-End Machine Learning with TensorFlow on GCP,Google Cloud,59.0,59.0,No,4.5,75.0,56.0,60.0
1098,"Introduction to Trading, Machine Learning & GCP",Google Cloud,88.0,61.0,No,3.4,59.0,63.0,62.0
1099,"App Deployment, Debugging, and Performance",Google Cloud,77.0,72.0,Yes,4.5,77.0,60.0,81.0
1100,Networking in Google Cloud: Defining and Implementing Networks,Google Cloud,100.0,62.0,Yes,4.8,75.0,61.0,62.0
1101,Creating New BigQuery Datasets and Visualizing Insights,Google Cloud,96.0,65.0,Yes,4.6,75.0,60.0,81.0
1102,Planning for your G Suite Deployment,Google Cloud,73.0,67.0,Yes,4.8,75.0,62.0,61.0
1103,Feature Engineering,Google Cloud,58.0,66.0,Yes,4.4,61.0,60.0,57.0
1104,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,92.0,69.0,No,4.3,80.0,74.0,95.0
1105,Security Best Practices in Google Cloud,Google Cloud,96.0,75.0,No,4.7,55.0,61.0,60.0
1106,Develop and Deploy Windows Applications on Google Cloud Platform,Google Cloud,99.0,73.0,Yes,4.6,83.0,56.0,89.0
1107,Google Cloud Product Fundamentals,Google Cloud,94.0,64.0,No,4.7,78.0,57.0,60.0
1108,Managing Change when Moving to Google Cloud,Google Cloud,77.0,74.0,Yes,4.8,89.0,61.0,60.0
1109,Essential Google Cloud Infrastructure: Foundation,Google Cloud,53.0,68.0,Yes,4.7,78.0,77.0,80.0
1110,Essential Google Cloud Infrastructure: Foundation,Google Cloud,93.0,68.0,Yes,4.7,73.0,58.0,83.0
1111,Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,69.0,68.0,No,4.6,84.0,57.0,84.0
1112,Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud,82.0,68.0,Yes,4.6,58.0,72.0,78.0
1113,Hybrid Cloud Infrastructure Foundations with Anthos,Google Cloud,54.0,67.0,Yes,4.7,71.0,62.0,67.0
1114,API Development on Google Cloud's Apigee API Platform,Google Cloud,82.0,66.0,Yes,4.6,77.0,62.0,69.0
1115,API Security on Google Cloud's Apigee API Platform,Google Cloud,90.0,65.0,Yes,4.6,62.0,87.0,71.0
1116,"Smart Analytics, Machine Learning, and AI on GCP",Google Cloud,99.0,66.0,Yes,4.6,63.0,74.0,58.0
1117,Getting Started with Google Kubernetes Engine,Google Cloud,88.0,61.0,Yes,4.4,90.0,58.0,79.0
1118,Essential Google Cloud Infrastructure: Foundation,Google Cloud,65.0,67.0,No,4.7,63.0,62.0,78.0
1119,Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,85.0,66.0,Yes,4.7,72.0,75.0,78.0
1120,Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,95.0,69.0,Yes,4.7,59.0,90.0,78.0
1121,"Smart Analytics, Machine Learning, and AI on GCP",Google Cloud,79.0,65.0,No,4.6,63.0,75.0,62.0
1122,Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,91.0,67.0,No,4.7,84.0,75.0,81.0
1123,Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,68.0,70.0,Yes,4.7,78.0,80.0,84.0
1124,Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,51.0,65.0,Yes,4.7,90.0,55.0,79.0
1125,Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,67.0,72.0,Yes,4.7,74.0,92.0,83.0
1126,Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,66.0,66.0,No,4.7,78.0,93.0,84.0
1127,Google Cloud Platform Fundamentals: Core Infrastructure,Google Cloud,56.0,68.0,No,4.7,79.0,59.0,82.0
1128,Architecting with Google Kubernetes Engine: Production,Google Cloud,53.0,62.0,Yes,4.7,89.0,59.0,68.0
1129,Practical Machine Learning on H2O,H2O,85.0,70.0,Yes,4.1,75.0,62.0,91.0
1130,The Wonders and Challenges of Bible Education,Hebrew University of Jerusalem,85.0,73.0,No,4.0,76.0,80.0,94.0
1131,Israel State and Society,Hebrew University of Jerusalem,73.0,73.0,Yes,4.7,93.0,93.0,75.0
1132,Build a Modern Computer from First Principles: From Nand to Tetris (Project-Centered Course),Hebrew University of Jerusalem,88.0,71.0,Yes,4.9,92.0,77.0,62.0
1133,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),Hebrew University of Jerusalem,96.0,72.0,Yes,4.9,80.0,74.0,94.0
1134,"Synapses, Neurons and Brains",Hebrew University of Jerusalem,89.0,70.0,Yes,4.8,79.0,82.0,57.0
1135,"Anticipating Your Next Battle, in Business and Beyond",HEC Paris,83.0,65.0,Yes,4.5,57.0,58.0,95.0
1136,Business Model Innovation,HEC Paris,66.0,73.0,Yes,4.7,80.0,57.0,93.0
1137,Building Your Leadership Skills,HEC Paris,64.0,64.0,No,4.5,75.0,57.0,84.0
1138,"Time to Reorganize! Understand Organizations, Act, and Build a Meaningful World.",HEC Paris,64.0,68.0,Yes,4.2,77.0,77.0,90.0
1139,Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,HEC Paris,84.0,60.0,Yes,4.5,81.0,80.0,73.0
1140,Leading Organizations,HEC Paris,91.0,67.0,No,4.6,78.0,62.0,89.0
1141,Understanding Europe: Why It Matters and What It Can Offer You,HEC Paris,53.0,67.0,Yes,4.4,73.0,76.0,62.0
1142,Entrepreneurship Strategy: From Ideation to Exit,HEC Paris,88.0,70.0,No,4.8,56.0,63.0,94.0
1143,Giving Sense to Your Leadership Experience,HEC Paris,60.0,66.0,Yes,4.5,61.0,55.0,74.0
1144,CAPSTONE: Your Leadership Challenge,HEC Paris,81.0,67.0,Yes,4.6,73.0,79.0,89.0
1145,Learning Mindsets & Skills,High Tech High Graduate School of Education,88.0,71.0,No,3.9,87.0,57.0,96.0
1146,How to Make a Comic Book (Project-Centered Course),High Tech High Graduate School of Education,60.0,62.0,No,4.6,80.0,61.0,50.0
1147,How To Teach Us,High Tech High Graduate School of Education,90.0,64.0,No,4.3,80.0,56.0,92.0
1148,Sales Training: Techniques for a Human-Centric Sales Process,HubSpot Academy,56.0,69.0,Yes,4.6,83.0,79.0,97.0
1149,Sales Training: Building Your Sales Career,HubSpot Academy,51.0,66.0,No,4.7,73.0,60.0,96.0
1150,Sales Training: Inbound Business Strategy,HubSpot Academy,90.0,69.0,Yes,4.8,70.0,75.0,90.0
1151,Sales Training: Sales Team Management,HubSpot Academy,96.0,64.0,Yes,4.7,73.0,60.0,90.0
1152,COBOL Programming with VSCode,IBM,91.0,64.0,Yes,4.7,76.0,70.0,59.0
1153,Introduction to Cybersecurity Tools & Cyber Attacks,IBM,82.0,70.0,Yes,4.3,56.0,73.0,61.0
1154,Introduction to Cybersecurity Tools & Cyber Attacks,IBM,82.0,68.0,Yes,4.3,81.0,77.0,60.0
1155,"Penetration Testing, Incident Response and Forensics",IBM,72.0,69.0,No,4.6,80.0,76.0,59.0
1156,"Penetration Testing, Incident Response and Forensics",IBM,75.0,61.0,No,4.6,71.0,78.0,60.0
1157,IBM Data Topology,IBM,52.0,69.0,No,4.9,60.0,88.0,89.0
1158,Network Security & Database Vulnerabilities,IBM,53.0,63.0,Yes,4.6,80.0,70.0,61.0
