Course Name,University,Aptitude Score,Family_Income,Parental_Education_Level,Previous Score,Extracurricular activity,Difficulty Level,Course rating,Education_Num,Income_Level_Num,Difficulty_level_Num
"Integrated Marketing Communications: Advertising, Public Relations, Digital Marketing and more",IE Business School,53,High,Postgraduate,64,No,Beginner,4.7,91.0,82.0,60.0
Business Opportunities and Risks in a Globalized Economy,IE Business School,68,Low,High School,73,Yes,Beginner,4.8,79.0,63.0,62.0
From Brand to Image: Creating High Impact Campaigns That Tell Brand Stories,IE Business School,68,Low,High School,60,Yes,Intermediate,4.6,77.0,57.0,67.0
Brand and Product Management,IE Business School,77,High,High School,68,No,Beginner,4.7,76.0,83.0,62.0
Marketing Strategy Capstone Project,IE Business School,77,Low,High School,68,No,Intermediate,4.6,79.0,62.0,70.0
Branding and Customer Experience,IE Business School,82,Medium,High School,68,Yes,Advanced,4.6,75.0,70.0,96.0
Market Research and Consumer Behavior,IE Business School,98,High,High School,68,No,Beginner,4.4,76.0,93.0,59.0
The Marketing Plan,IE Business School,85,Medium,College,72,No,Advanced,4.6,58.0,73.0,90.0
Marketing Mix Implementation Capstone,IE Business School,71,Medium,Postgraduate,68,Yes,Advanced,4.5,86.0,80.0,91.0
Positioning: What you need for a successful Marketing Strategy,IE Business School,63,Medium,High School,68,No,Intermediate,4.4,73.0,80.0,74.0
Finance for Managers,IESE Business School,98,Medium,High School,71,Yes,Intermediate,4.8,74.0,76.0,71.0
Analysis of Business Problems,IESE Business School,88,Medium,College,66,Yes,Beginner,4.7,56.0,72.0,60.0
Strategy and Sustainability,IESE Business School,68,Low,High School,64,Yes,Beginner,4.2,71.0,61.0,57.0
Corporate Finance Essentials,IESE Business School,91,High,High School,72,Yes,Beginner,4.8,78.0,92.0,62.0
Organizational Behavior: How to Manage People,IESE Business School,92,Medium,Postgraduate,74,Yes,Intermediate,4.7,87.0,78.0,74.0
Marketing: Customer Needs and Wants,IESE Business School,70,Low,College,66,Yes,Intermediate,4.4,57.0,60.0,67.0
Accounting: Principles of Financial Accounting,IESE Business School,55,High,High School,65,No,Beginner,4.8,79.0,93.0,62.0
Global Disease Masterclass: Global Disease Distribution,Imperial College London,89,Low,Postgraduate,69,Yes,Beginner,4.5,90.0,62.0,59.0
Mathematics for Machine Learning: Linear Algebra,Imperial College London,82,Low,College,69,Yes,Beginner,4.5,63.0,61.0,60.0
Survival Analysis in R for Public Health,Imperial College London,79,Low,High School,65,No,Advanced,4.2,78.0,56.0,97.0
Foundations of Public Health Practice: The Public Health Approach,Imperial College London,54,Medium,College,69,No,Intermediate,4.8,60.0,75.0,71.0
Foundations of Public Health Practice: Behaviour & Behaviour Change,Imperial College London,88,Low,High School,68,Yes,Advanced,4.8,75.0,57.0,97.0
Validity and Bias in Epidemiology,Imperial College London,63,Medium,College,69,No,Intermediate,4.9,59.0,72.0,67.0
Health Systems Development: A Focus on Health Service Delivery and Human Resources for Health,Imperial College London,73,Medium,High School,67,Yes,Beginner,4.3,72.0,71.0,59.0
Study Designs in Epidemiology,Imperial College London,53,Low,Postgraduate,64,No,Intermediate,4.8,82.0,61.0,71.0
Logistic Regression in R for Public Health,Imperial College London,51,Low,High School,67,Yes,Advanced,4.8,74.0,57.0,90.0
Mathematics for Machine Learning: Multivariate Calculus,Imperial College London,69,Low,Postgraduate,65,No,Beginner,4.7,84.0,62.0,57.0
Foundations of Public Health Practice: Health Protection,Imperial College London,91,Low,High School,73,Yes,Intermediate,4.9,73.0,63.0,71.0
Creative Thinking: Techniques and Tools for Success,Imperial College London,64,Medium,High School,69,No,Beginner,4.7,76.0,79.0,61.0
Foundations of Public Health Practice: The Public Health Toolkit,Imperial College London,54,Low,High School,67,No,Advanced,4.4,73.0,63.0,97.0
Developing the SIR Model,Imperial College London,65,Medium,College,64,No,Intermediate,4.9,61.0,75.0,75.0
"Health Systems Development: Health systems, Policy and Research",Imperial College London,81,Medium,High School,72,Yes,Intermediate,4.7,79.0,73.0,67.0
Mathematics for Machine Learning: PCA,Imperial College London,53,Medium,High School,66,No,Beginner,3.6,70.0,71.0,58.0
Science Matters: Let's Talk About COVID-19,Imperial College London,87,Low,College,64,Yes,Beginner,3.9,63.0,60.0,59.0
Global Disease Masterclass: Non-communicable Diseases,Imperial College London,56,High,High School,66,No,Conversant,4.6,74.0,90.0,83.0
Advanced App Development in Android Capstone,Imperial College London,96,High,College,69,Yes,Beginner,4.3,58.0,81.0,57.0
Building on the SIR Model,Imperial College London,97,High,High School,66,Yes,Beginner,4.8,75.0,89.0,61.0
Measuring Disease in Epidemiology,Imperial College London,61,Medium,High School,68,Yes,Intermediate,4.7,77.0,76.0,70.0
Probabilistic Deep Learning with TensorFlow 2,Imperial College London,66,Low,High School,62,Yes,Advanced,Not Calibrated,72.0,63.0,88.0
Android Graphics with OpenGL ES,Imperial College London,60,Medium,Postgraduate,69,Yes,Intermediate,4.6,83.0,70.0,74.0
Linear Regression in R for Public Health,Imperial College London,71,Medium,College,67,Yes,Advanced,4.8,62.0,76.0,97.0
Introduction to Android graphics,Imperial College London,70,Medium,College,64,No,Intermediate,3.5,55.0,70.0,74.0
Customising your models with TensorFlow 2,Imperial College London,53,Low,College,62,Yes,Advanced,4.9,56.0,62.0,92.0
3D Graphics in Android: Sensors and VR,Imperial College London,75,Low,College,70,No,Beginner,4.6,61.0,57.0,59.0
"Global Disease Masterclass: Communicable Diseases Epidemiology, Intervention and Prevention",Imperial College London,97,Low,College,71,Yes,Intermediate,4.8,57.0,59.0,74.0
Interventions and Calibration,Imperial College London,55,Medium,College,69,Yes,Advanced,4.5,63.0,74.0,89.0
Healthcare Entrepreneurship: Taking Ideas to Market,Imperial College London,71,Medium,High School,71,Yes,Advanced,4.8,70.0,75.0,91.0
Introduction to Statistics & Data Analysis in Public Health,Imperial College London,64,High,High School,64,No,Advanced,4.7,75.0,84.0,93.0
A Guide to Healthcare Innovation: Principles and Practice,Imperial College London,91,High,High School,71,Yes,Advanced,4.6,79.0,82.0,91.0
Health Systems Development: Introduction to Health Systems,Imperial College London,74,Medium,High School,64,No,Intermediate,4.6,71.0,78.0,69.0
Healthcare Innovation: What Does Success Look Like and How to Achieve It?,Imperial College London,85,Low,College,66,Yes,Advanced,4.4,57.0,59.0,93.0
Getting started with TensorFlow 2,Imperial College London,99,Medium,College,68,No,Advanced,4.9,63.0,71.0,90.0
Trading Basics,Indian School of Business,87,Medium,High School,66,Yes,Intermediate,3.8,73.0,78.0,68.0
Leadership and Emotional Intelligence,Indian School of Business,93,Medium,High School,70,Yes,Beginner,4.7,73.0,70.0,62.0
Capstone Project: Business Technology Management,Indian School of Business,67,High,College,71,No,Intermediate,4.3,56.0,85.0,68.0
Digital Transformations,Indian School of Business,93,Medium,Postgraduate,70,Yes,Intermediate,4.5,88.0,80.0,73.0
Accounting and Finance for IT professionals,Indian School of Business,67,Medium,High School,64,No,Beginner,4.5,70.0,76.0,61.0
Portfolio and Risk Management,Indian School of Business,54,Low,High School,62,Yes,Beginner,4.4,73.0,55.0,59.0
Design your own trading strategy ï¿½ Culminating Project,Indian School of Business,73,Low,High School,70,Yes,Beginner,4.5,73.0,59.0,57.0
A Life of Happiness and Fulfillment,Indian School of Business,57,Low,College,70,No,Advanced,4.7,60.0,60.0,94.0
Behavioral Investing,Indian School of Business,85,High,Postgraduate,75,Yes,Beginner,4.5,87.0,88.0,62.0
Business Analytics and Digital Media,Indian School of Business,77,High,College,68,Yes,Intermediate,4.3,63.0,89.0,67.0
Investment Strategy,Indian School of Business,93,Medium,High School,68,No,Beginner,4,73.0,78.0,59.0
Financial Markets and Investment Strategy Capstone,Indian School of Business,79,Low,Postgraduate,71,No,Intermediate,4.7,88.0,59.0,68.0
Introduction to Financial Markets,Indian School of Business,67,Medium,College,66,Yes,Beginner,4.6,62.0,72.0,62.0
Creating a Portfolio,Indian School of Business,54,Medium,College,62,Yes,Beginner,4.4,63.0,76.0,61.0
Trading Algorithms,Indian School of Business,50,Low,High School,62,Yes,Beginner,4.5,73.0,59.0,58.0
Advanced Trading Algorithms,Indian School of Business,65,Medium,College,65,Yes,Beginner,4.5,56.0,78.0,59.0
IT Project Management,Indian School of Business,63,Low,High School,61,No,Beginner,4.3,74.0,63.0,59.0
"Blockchain, Cryptoassets, and Decentralized Finance",INSEAD,61,Low,High School,71,Yes,Beginner,4.7,79.0,59.0,58.0
Blockchain Transformations of Financial Services,INSEAD,56,Medium,High School,67,Yes,Beginner,4.6,71.0,75.0,62.0
Blockchain and Business: Applications and Implications,INSEAD,62,High,Postgraduate,68,Yes,Intermediate,4.7,92.0,89.0,67.0
Transacting on the Blockchain,INSEAD,84,Medium,Postgraduate,73,Yes,Intermediate,4.8,81.0,78.0,71.0
Blockchain Opportunity Analysis,INSEAD,65,Medium,College,65,Yes,Conversant,4.5,62.0,72.0,78.0
Introduction to Blockchain Technologies,INSEAD,58,High,High School,69,Yes,Intermediate,4.7,78.0,85.0,68.0
Blockchain in Financial Services: Strategic Action Plan,INSEAD,87,High,High School,70,Yes,Beginner,4.5,70.0,83.0,58.0
Introduction to Blockchain for Financial Services,INSEAD,64,Low,College,62,Yes,Beginner,4.6,57.0,57.0,60.0
Collaborative Foresight: How to Game the Future,Institute for the Future,87,Medium,College,71,No,Beginner,4.9,63.0,72.0,58.0
"Ready, Set, Future! Introduction to Futures Thinking",Institute for the Future,92,Low,High School,63,No,Beginner,4.8,72.0,62.0,59.0
Urgent Optimism: How to Turn Foresight into Action,Institute for the Future,92,Low,High School,69,No,Beginner,4.8,76.0,60.0,59.0
Forecasting Skills: See the Future Before it Happens,Institute for the Future,51,Low,High School,63,No,Conversant,4.9,71.0,62.0,79.0
Introduction to OpenCL on FPGAs,Intel,86,Medium,College,66,No,Beginner,3.8,56.0,77.0,60.0
Intelï¿½ Network Academy - Network Transformation 101,Intel,83,Medium,High School,68,Yes,Advanced,4.4,70.0,76.0,97.0
Intermediate Intelï¿½ Distribution of OpenVINOï¿½ toolkit for Deep Learning Applications,Intel,84,Low,High School,73,No,Advanced,5,79.0,57.0,97.0
An Introduction to Practical Deep Learning,Intel,68,Medium,High School,67,No,Intermediate,4.2,76.0,75.0,73.0
Introduction to Intelï¿½ Distribution of OpenVINOï¿½ toolkit for Computer Vision Applications,Intel,96,High,High School,66,Yes,Beginner,4.5,78.0,90.0,62.0
Fundamentals of Parallelism on Intel Architecture,Intel,87,High,High School,72,Yes,Intermediate,4.6,74.0,91.0,70.0
Intelï¿½ Network Academy - Network Transformation 102,Intel,66,Low,College,67,Yes,Advanced,4.6,63.0,59.0,96.0
Kotlin for Java Developers,JetBrains,91,Low,Postgraduate,70,Yes,Beginner,4.6,91.0,59.0,62.0
Multiple Regression Analysis in Public Health,Johns Hopkins University,75,Low,High School,63,Yes,Intermediate,4.6,80.0,58.0,71.0
"Surveillance Systems: Analysis, Dissemination, and Special Systems",Johns Hopkins University,80,Medium,College,64,No,Intermediate,4.7,61.0,77.0,68.0
Introduction to Genomic Technologies,Johns Hopkins University,66,Low,College,69,Yes,Conversant,4.5,59.0,57.0,81.0
Designing for Sustainment: Keeping Improvement Work on Track (Patient Safety IV),Johns Hopkins University,72,Low,Postgraduate,67,Yes,Intermediate,4.5,81.0,60.0,67.0
Precalculus: Mathematical Modeling,Johns Hopkins University,68,Low,High School,64,Yes,Advanced,Not Calibrated,80.0,55.0,93.0
Reproducible Research,Johns Hopkins University,94,Low,Postgraduate,67,No,Beginner,4.5,85.0,58.0,62.0
Reproducible Research,Johns Hopkins University,76,Low,High School,70,Yes,Beginner,4.5,78.0,58.0,61.0
Building a Data Science Team,Johns Hopkins University,96,Low,College,70,Yes,Intermediate,4.5,59.0,58.0,68.0
Surveillance Systems: The Building Blocks,Johns Hopkins University,90,Medium,College,64,No,Beginner,4.8,61.0,80.0,60.0
Algorithms for DNA Sequencing,Johns Hopkins University,56,Low,High School,62,Yes,Advanced,4.7,80.0,62.0,92.0
Patient Safety and Quality Improvement: Developing a Systems View (Patient Safety I),Johns Hopkins University,93,Low,Postgraduate,68,No,Beginner,4.8,90.0,55.0,60.0
Practical Machine Learning,Johns Hopkins University,73,Medium,College,70,Yes,Beginner,4.4,59.0,77.0,58.0
Practical Machine Learning,Johns Hopkins University,95,Low,College,69,No,Beginner,4.4,57.0,57.0,59.0
"Living with Dementia: Impact on Individuals, Caregivers, Communities and Societies",Johns Hopkins University,94,High,High School,68,Yes,Intermediate,4.7,80.0,88.0,70.0
Single Page Web Applications with AngularJS,Johns Hopkins University,58,High,College,72,No,Advanced,4.9,63.0,84.0,90.0
Exploratory Data Analysis,Johns Hopkins University,81,Low,High School,65,No,Conversant,4.6,80.0,55.0,80.0
Exploratory Data Analysis,Johns Hopkins University,83,Low,High School,67,Yes,Conversant,4.6,77.0,63.0,79.0
The Social and Technical Context of Health Informatics,Johns Hopkins University,73,Medium,High School,64,Yes,Intermediate,4.4,76.0,78.0,68.0
Data Science Capstone,Johns Hopkins University,52,Medium,High School,66,No,Advanced,4.3,71.0,77.0,97.0
Data Science Capstone,Johns Hopkins University,68,Low,Postgraduate,71,Yes,Advanced,4.3,82.0,63.0,89.0
Community Change in Public Health,Johns Hopkins University,72,Medium,Postgraduate,68,Yes,Intermediate,4.7,88.0,71.0,75.0
Essential Epidemiologic Tools for Public Health Practice,Johns Hopkins University,83,Low,High School,68,Yes,Beginner,4.7,76.0,59.0,59.0
Rails with Active Record and Action Pack,Johns Hopkins University,85,Medium,College,68,Yes,Beginner,4.7,56.0,79.0,59.0
The Unix Workbench,Johns Hopkins University,83,Medium,College,66,Yes,Intermediate,4.7,57.0,72.0,69.0
The Data Science of Health Informatics,Johns Hopkins University,100,Low,High School,62,No,Beginner,4.6,72.0,59.0,59.0
"Engineering Life: Synbio, Bioethics & Public Policy",Johns Hopkins University,90,Low,College,65,No,Intermediate,4.4,61.0,59.0,71.0
Understanding Cancer Metastasis,Johns Hopkins University,91,High,High School,67,Yes,Beginner,4.8,78.0,84.0,59.0
Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI),Johns Hopkins University,76,Medium,College,66,Yes,Intermediate,4.6,60.0,77.0,68.0
Advanced Linear Models for Data Science 1: Least Squares,Johns Hopkins University,61,Medium,College,69,Yes,Intermediate,4.3,58.0,71.0,69.0
An Introduction to the U.S. Food System: Perspectives from Public Health,Johns Hopkins University,55,Medium,High School,63,Yes,Intermediate,4.7,79.0,77.0,71.0
Implementing a Patient Safety or Quality Improvement Project (Patient Safety V),Johns Hopkins University,73,Medium,College,65,Yes,Intermediate,4.7,58.0,77.0,70.0
Data Science in Real Life,Johns Hopkins University,69,Low,Postgraduate,65,Yes,Beginner,4.4,85.0,55.0,57.0
Introduction to Systematic Review and Meta-Analysis,Johns Hopkins University,59,Medium,High School,68,Yes,Beginner,4.8,76.0,78.0,62.0
Firearm Purchaser Licensing Teach-Out: The Background Check Policy Not Enough People Are Talking About,Johns Hopkins University,60,Low,High School,64,Yes,Beginner,2.4,76.0,58.0,61.0
Precalculus: Periodic Functions,Johns Hopkins University,70,Medium,Postgraduate,67,Yes,Conversant,Not Calibrated,88.0,73.0,85.0
Managing Data Analysis,Johns Hopkins University,61,Low,High School,65,Yes,Conversant,4.5,75.0,59.0,83.0
Statistical Inference,Johns Hopkins University,69,Low,High School,71,No,Beginner,4,73.0,60.0,57.0
Statistics for Genomic Data Science,Johns Hopkins University,89,Low,College,68,No,Intermediate,3.8,56.0,56.0,69.0
Planning a Patient Safety or Quality Improvement Project (Patient Safety III),Johns Hopkins University,89,Medium,High School,71,Yes,Intermediate,4.7,75.0,75.0,70.0
Confronting Gender Based Violence: Global Lessons for Healthcare Workers,Johns Hopkins University,86,Medium,High School,71,Yes,Intermediate,4.8,71.0,70.0,74.0
Advanced R Programming,Johns Hopkins University,81,Medium,College,60,Yes,Advanced,4.2,63.0,79.0,97.0
Chemicals and Health,Johns Hopkins University,96,Low,High School,65,Yes,Intermediate,4.7,76.0,55.0,71.0
Python for Genomic Data Science,Johns Hopkins University,68,High,High School,61,Yes,Advanced,4.1,80.0,82.0,92.0
Training and Learning Programs for Volunteer Community Health Workers,Johns Hopkins University,61,Medium,High School,63,No,Intermediate,4.7,73.0,72.0,71.0
PrEParing: PrEP for Providers and Patients,Johns Hopkins University,53,Low,College,65,Yes,Beginner,4.7,58.0,63.0,62.0
Health for All Through Primary Health Care,Johns Hopkins University,100,High,College,73,No,Intermediate,4.7,57.0,92.0,72.0
Executive Data Science Capstone,Johns Hopkins University,77,High,High School,65,Yes,Intermediate,4.6,75.0,90.0,71.0
Understanding and Strengthening Health Systems,Johns Hopkins University,53,Low,High School,65,Yes,Intermediate,4.6,77.0,56.0,67.0
Statistical Inference,Johns Hopkins University,82,Medium,Postgraduate,72,Yes,Beginner,4,81.0,77.0,60.0
Bioconductor for Genomic Data Science,Johns Hopkins University,93,Low,High School,67,Yes,Intermediate,3.4,72.0,56.0,69.0
Mathematical Biostatistics Boot Camp 2,Johns Hopkins University,83,Medium,Postgraduate,71,Yes,Advanced,4.4,83.0,71.0,96.0
R Programming,Johns Hopkins University,81,High,High School,71,Yes,Conversant,4.4,77.0,92.0,82.0
R Programming,Johns Hopkins University,57,Low,College,63,Yes,Conversant,4.4,57.0,55.0,85.0
Diagnosing Health Behaviors for Global Health Programs,Johns Hopkins University,95,Medium,College,68,No,Advanced,4.7,61.0,77.0,91.0
Foundations of Healthcare Systems Engineering,Johns Hopkins University,64,Low,Postgraduate,66,No,Beginner,4.9,92.0,62.0,60.0
Design and Interpretation of Clinical Trials,Johns Hopkins University,73,Medium,High School,69,Yes,Beginner,4.7,73.0,72.0,60.0
Culminating Project in Health Informatics,Johns Hopkins University,53,Medium,High School,68,Yes,Beginner,4.8,73.0,76.0,57.0
Genomic Data Science Capstone,Johns Hopkins University,92,Low,High School,72,Yes,Advanced,4.5,70.0,61.0,93.0
Evidence-based Toxicology,Johns Hopkins University,97,Low,High School,69,Yes,Intermediate,4.8,79.0,60.0,71.0
Disease Clusters,Johns Hopkins University,71,Medium,High School,64,Yes,Beginner,4.7,70.0,72.0,60.0
Inclusive Online Teaching Teach-Out,Johns Hopkins University,99,High,High School,67,No,Not Calibrated,4.8,79.0,81.0,50.0
Developing Data Products,Johns Hopkins University,93,Low,High School,63,No,Conversant,4.5,78.0,63.0,83.0
Developing Data Products,Johns Hopkins University,52,High,Postgraduate,63,No,Conversant,4.5,86.0,92.0,83.0
Summary Statistics in Public Health,Johns Hopkins University,62,Low,High School,68,Yes,Beginner,4.8,71.0,63.0,58.0
"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,65,Medium,High School,65,Yes,Beginner,4.7,76.0,78.0,59.0
Advanced Linear Models for Data Science 2: Statistical Linear Models,Johns Hopkins University,86,Medium,Postgraduate,68,No,Intermediate,4.6,87.0,73.0,70.0
Psychological First Aid,Johns Hopkins University,75,High,Postgraduate,66,Yes,Beginner,4.8,91.0,88.0,58.0
